Movie_name,Review Rating,Review title,Review_content
24. American Beauty,10/10,My 600th review on IMDb and such a perfect movie for it!,"Makes me smile at so many scenes, well deserving of the 5 Oscars! The writing and emotions are exquisitely powerful yet somber. I absolutely love Kevin Spacey despite his personal life troubles and Annette Benning blows me out of the water every time. I'm delighted to own such a piece of art on Blu-Ray; American Beauty has been among my top favorites for a very long time I'd say number 8. The Soundtrack is one of the greatest things ever, to me this film is like a perfect tapestry after using the paint brush and Sam Mendes created it so well! Hope my thoughts aren't to over the top I just very much enjoy this movie!
9 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
24. American Beauty,10/10,Far and away the best film of the year,"What can I say, except that this film really knocked me on my keaster. I went in to the theater not knowing what to expect, but was pretty sure it would be worth the ticket price. Boy was I happy when I left. Not only was it worth the ticket, I paid to see this film two more times. This film is virtually perfect. The acting is superb, the story is magnificent, the narrative is brilliant, and the structure of the film is truly groundbreaking (absolutely loved the last 20 minutes). What really surprised me about this film was how well the cinematography was done. In a small, character driven film such as this, it is very unusual to have such great cinematography. With this film, there is something interesting going on in every scene, not many films you can say that about. In a year where first time directors have made some of the best films, Three Kings, Being John Malkovich, etc... Sam Mendes seems to have out-done them all. Though I have yet to see The Green Mile or Magnolia, I find it hard to believe that either film will out-shine American Beauty. This film should easily win a substantial amount of the Oscars this year. What's up with all the cirtics awards snubbing it so far?"
24. American Beauty,10/10,Powerful,"""My name is Lester Burnham. This is my neighborhood; this is my street; this is my life. I am 42 years old; in less than a year I will be dead. Of course, I don't know that yet, and in a way, I am dead already.""

""American Beauty"" is placed in an indefinite suburb somewhere in America (there are indications that it is Chicago), where a seemingly harmonious and quite ordinary family is going through the turbulence caused by the middle age crisis of both parents, as well as the puberty of their teenage daughter.

A patriarchal family, ruled by a conservative father, a military man, moves next door to them. While the daughter of our antihero Lester starts a relationship with the neighbor's weird son, and his wife has an affair at work, he, not so secretly, obsessively falls for his daughter's girlfriend.

This black humor drama is only seemingly extreme and eccentric, while in fact, it shows quite realistically what many of us go through at various moments in our lives. Admittedly, most only in their heads, and those who dare to take drastic steps usually hide it better. But the fact that most of us would never admit such thoughts and actions does not prevent, but perhaps only makes it easier for us to better connect with the characters and feel their drama more deeply.

A strong, well-written story needs actors capable of bringing it to life before our eyes. ""American Beauty"" did not fail in that field either. The excellent character study on paper makes the job much easier, but you can always rely on Kevin Spacey for a really impressive role. A man who somehow manages to be at the same time a nerd and a macho, slimy and sexy, a villain and a victim. Sexual and emotional frustration and the middle age crisis are by no means an excuse for Lester's actions, and yet, Spacey awakens sympathy and compassion in the viewer, rather than repulsion and disgust.

Annette Bening skillfully keeps pace with Spacey in the role of a frustrated woman, trapped in a long-extinguished marriage. A woman who, with the last twitches of common sense, tries to balance between a family in disarray and a career that she can never raise to a level that would satisfy her.

There is also Thora Birch, an unpopular teen, escaping from the collapse of her family home in a relationship with the eccentric Wes Bentley, as well as the insecure Mena Suvari, who is hiding under the mask of a confident and popular cheerleader. Her transformation from ""Lolita"" that seduces Lester to one of the most impressive scenes in the film, where she is half-naked, trembling under Spacey, does not deserve to remain unmentioned. Although her character is secondary to the others I mentioned and only serves as a support for Spacey's, Mena's performance is unfairly underrated. And last but not least, Chris Cooper who convincingly played a homophobic colonel and stole every scene in which he appears.

For me, the two most striking things in this film are the use of red and the unusual disturbing sounds that accompany Lester's fantasies, in contrast to the mainstream rock music that fills the rest of the movie. And of course, the ending is a bit over-the-top, but it perfectly rounds off the story and adds to its strength.

The film won five Oscars for best picture, directing, screenplay, cinematography, and Spacey's performance, and was also nominated for editing, music, and leading female role. Each well deserved.

10/10."
24. American Beauty,10/10,My Favorite Film From the 90s,
24. American Beauty,10/10,"Mayn't be the most original movie I have seen, but it is still an outstanding movie","I wasn't expecting to like American Beauty, but I did, loved it more like. The story mayn't be original at first glance, but how the film is written and constructed more than compensates you completely overlook. You may argue the characters are weird and unlikeable, maybe so, but they are quite complex. Lester is a self-described loser who is unwanted by everyone, Carolyn is uptight and sexually frustrated, Jane is the epitome of a sulky teenage daughter and Allison is like a incipient Lolita who Lester becomes smitten with. American Beauty is probably an example of a movie that you may need to see more than once to truly appreciate it, I was like that with Vertigo.

What I love about American Beauty is not only the complex characters, but also the stylish filming, haunting score, side-splitting scenarios, the intelligent and darkly funny screenplay and the assured direction from Sam Mendes. Not to mention the performances which are nothing less than impeccable, especially Kevin Spacey who thoroughly deserved his Best Actor Oscar. Annette Bening, Peter Gallagher, Thora Birch and Mena Suvari give wonderful support too. Quintessentially, American Beauty is just a wonderful, funny and brilliantly performed and directed film. 10/10 Bethany Cox"
24. American Beauty,10/10,Look Closer...,"The first time I heard about this movie I thought it was this movie and about a man with cancer and then read a lot of good things about and then say some trailers and then I saw it. At first I did not like this movie but than say it again on T.V and then loved it ever since. This is one of the most original films I have ever seen. The performances are one of the best and more Oscars should have been handed out. The directing by Sam Mendes is superb and I'm glad that he won the Oscar. Alan Ball wrote one of the best screenplay and story's ever thought and there's a reason why he won the Oscar and most deserving. This is the Best of the 1990's and that decade had a lot of great movies came out( Goodfellas, L.A Confedintil, Pulp Fiction to name a few). This was the first movie that I saw that was perfect and I had to see it over and over so I can just uncover everything that was in this movie. This movie is in my top ten movies of all time and I'm glad that it's rank number 35 and that one of the reason why I joined this because it was the only website people respect my opinions and agreed with me. Keven Spacey gives his best performance and one of the best of time. Spacey brings a great performance for a really deep and is just a great character. Annette Bening does a great and for some reason missed the Oscar. Chris Copper does a great job and didn't get notice that much, also did Wes Bentley, Mena Suvari and thora Birch did a great job and should have more notice. Sam Mendes does a great directing job and is one the best film debut ever. This film was one the best ever made and should be seen by everyone hows looking for great movie or how just want have fun watching a movie."
24. American Beauty,10/10,Perfectly captures the dystopia of the USA at the turn of the millenia,"Greed and hate has destroyed the fabric of society in the USA and this film depicts a broken family that could be millions of families in suburban USA. I often think acting doesn't take much skill but movies like American Beauty help me appreciate truly fine acting. The film shows how one man finds redemption by breaking out of the cage his life had become. Despite a tragedy, the film ends on a positive note with the narration of the central character. One of my top 5 favorite movies. Congratulations to everyone who took part in the making of this movie.
13 out of 19 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
24. American Beauty,6/10,American Ugly,"Much-praised film about a man facing mid-life crisis in suburbia, dreaming of playing Humbert Humbert to a Lolita that is his daughter's friend. There is only one word to describe this film: pretentious. Mendes thinks he is making the Great American Motion Picture but it is populated with cookie-cutter characters and it superficially touches on what the filmmakers regard as important themes. The acting is mediocre at best. Spacey gives the kind of performance that the Academy loves and awarded him with the Oscar but his acting here can be best described as mugging. Benning does not fare much better as his desperate wife.
37 out of 75 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
25. Léon: The Professional,10/10,One of the greatest thrillers of all time.,"A hitman is forced to look after twelve year old Matilda, who's family has been killed.

Leon was and will forever be a masterpiece, it is a thought provoking, dramatic and pretty violent thriller, one that will actually challenge you, making you question what's actually happening in front of your eyes.

Violent and bleak in parts, but not lacking some humour, the game of charades for example is a real hoot, and breaks the serious narrative up a little.

Best scene for me, the showdown in The Gent's toilet, where Matilda finally confronts Stan, the acting is off the scale.

The relationship between Leon and Matilda is complex, but one thing that I noticed, is that every aspect of it is driven by Matilda, not Leon, he just goes with the flow.

The acting is phenomenal, there are a trio of first class performances, Jean Reno and Gary Oldman as you'd expect are captivating, but credit to a young Natalie Portman who is on par, defying her young age and inexperience, no wonder.

This amazing film still packs a punch.

10/10."
25. Léon: The Professional,10/10,Besson's masterpiece - action cinema with real heart,
25. Léon: The Professional,10/10,Masterful,"I have long thought that owning films on DVD or video is a waste of money - you watch them once and after that they are left to fester at the back of a cupboard. Occasionally I make an exception - some films simply cannot be fully appreciated on just one viewing. Every time I watch Leon is as gripping and enjoyable as the first. Sad, funny, violent, incredibly touching - few films manage to tick all the boxes and even fewer are about hitmen.

It obviously helps when your leading man has as much screen presence as Jean Reno. Thin and wiry with toilet brush hair and a face like a bag of spanners, he is hardly your typical gun-toting action hero, but he has an innocence and compassion that makes you fall for him instantly. Leon's life is as simple as a small child's: TV, lashings of milk and the odd gangland assassination. He cannot read, he doesn't sleep, he hasn't the trappings of family or wealth (the fees for his hits are habitually trousered by his `benefactor': sleazy small-time Italian gangster Tony (Danny Aiello)) - In short, he lives like a robot. And then he meets Mathilda.

Normally I can't stand Hollywood kids. They are all doey-eyed, bouffant-haired brats who can cry on cue and are always ready with a cutesy, smart-alec comment that will cause their adult co-stars to tinkle with laughter or tousle their hair playfully. Often they are kidnapped and huge ransoms demanded while their parents go demented with worry. I for one am usually rooting for the kidnappers.

Natalie Portman's Mathilda is the antithesis of these namby-pamby Dawson's Creek actors-in-waiting. For starters, she has something justifiable to gripe about, in that her entire family has just been slaughtered by Gary Oldman and his gang of crooked DEA officers. This is a bit of a blow, to say the least, but Mathilda takes it all in her stride and teams up with Leon in a bid for revenge. So begins one of the stranger relationships in silver screen history, but one of the most memorable.

On the face of it, a love story between a twelve year old girl and a hairy French hitman would raise a few eyebrows among more conservative movie-goers, but director Luc Besson handles it so beautifully, it seems like the most natural thing on earth. They are united in being totally alone in the world - indeed, the scene where Mathilda walks quietly down the corridor past the carnage in her apartment and knocks on Leon's door, imploring him in a tearful whisper to let her in is as breathtaking as it is heartbreaking. Leon is wary at first, but she soon wins him round and starts to gently bring him out of the shell.

Portman is truly astonishing - one can almost forgive her for being a part of the appalling Star Wars prequels on the strength of this one performance. The iconic image of this tiny, grubby little girl clutching Leon's beloved plant and trotting to keep up with her lanky hero's giant strides is one that will live long in the memory.

Aiello and Oldman (at his sadistic, malevolent best) provide predictably excellent support, there is a wonderfully suspenseful yet satisfying ending - heck, there's even a decent Sting song playing over the credits - for this (if nothing else) it would be remiss of me to give Leon anything other than top marks.

10/10"
25. Léon: The Professional,9/10,Walk the Line...,"Leon is a cleaner for his boss, it's like removing bits of debris when you floss, a variety of tools, he always plays by his set rules, now he's taken in a girl he's come across. She purports to be 18 but she's a child, had to grow up quick with a family that's quite wild, now they have wounds, that won't be healed, after messing with Stansfield, that's left her quite annoyed and somewhat, slightly riled. It's a story of revenge and adolescence, of walking a fine line that may cause offence, but there's chemistry and connection, performances played to perfection, quite original, without too much pretence.

Jean Reno, Natalie Portman and especially Gary Oldman are immense.
22 out of 24 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
25. Léon: The Professional,9/10,Being a good hitman takes more than merely a willingness to lay down one's life.,"I first saw this in the late 90s. Then again in the mid 2k on a dvd i own.

Revisited the remastered extended version last night with my family.

This movie is more than just a hitman or an assassin movie.

The music is top notch, the characters are very well developed, the action scenes n direction are stylish.

But the best part are the scenes between Reno n Portman. Leon is amazingly n very differently portrayed by Reno.

There is a Bollywood copy known as Bichoo (Scorpio).

The only thing good in the Bollywood movie is that the guy who played Tony gives away all of the hitman's money to the girl whereas in the original, the character of Tony gives only a single currency note to Mathilda n keeps blabbing the same ""safer than the usual bank story""."
25. Léon: The Professional,10/10,A Perfect Chemistry,
25. Léon: The Professional,10/10,A shameful praise of a fantastic film.,
25. Léon: The Professional,10/10,Gripping story with well-crafted characters,"Luc Besson's movie Léon (The Professional) gives us an intense story which is maximized in potential by the casting of the movie done by Todd Thaler. Every aspect of the movie delivers to the audience and makes an impressive overall package. Jean Reno plays a character named Léon who has learned to repress his emotions in order to perform his job as a ""cleaner"", or hit-man. His secluded world is shattered by the young girl named Mathilda who lives on the same floor as he does in an apartment building. When she turns to him for help, he learns about living a normal life, even if the circumstances which unite them are far from normal.

The performance delivered by then twelve-year old Natalie Portman as Mathilda is nothing short of brilliant. Her ability to relate to others with body movement and facial gestures is matched by few, she really brings raw emotion and believability to a difficult role. Mathilda and Léon are unexpectedly thrown together, but learn to value life from their chance encounter, and how valuable a friendship can be.

Jean Reno as Léon gives us a solemn and calculated character who sets all of his energy on his assignments until her is given something else to care about. Mathilda gives him the daughter that he never had, while Léon serves as a father and friend to her. Gary Oldman, as the corrupt DEA Agent Norman Stansfield, offers the viewers an amazingly wired and electrical performance which pushes the envelope. He moves the story along by his actions. Oldman offers us a memorable portrait of a sadistically obsessed man who stops short of nothing to get what he wants.

The Professional is what movie-making is all about. Without the overuse of special effects, a large shooting location, or a commercially star studded cast, we are given all that could possibly be asked for in a movie. Portman, Oldman, and Reno, along with Danny Aiello as the hit-contractor Tony remind us that there is no substitute for great acting. There are elements of comedy, drama, and action, and great original music by Eric Serra adds to the energy the film already encapsulates. The most impressive thing about the movie is its story which is basic but is maximized by all the other elements which go into the making of the movie. Simply put, an intense and impressive movie."
25. Léon: The Professional,10/10,"A Tale of Revenge, Love & Life...","One of the most iconic Action films of all time, this story is about a ruthless hitman Jean Reno and his next door neighbour, 12 year old Natalie Portman who lives in an abusive household and how a tragedy makes this two tormented souls find each other, love and life again. Luc Besson directs this one with plenty of bloody and uber stylish action scenes and some really touching moments. The music is pretty damn fantastic and the editing is crisp. Jean Reno owns his role with stonecold attitude but also possess this awkward innocence. Portman gives probably the greatest performance from a Child Actor, playing a kid hungry for love but has grown up too quickly amidst crime. Gary Oldman goes off the hinges, playing a Crooked DEA cop, belting out one iconic line after another. You can watch this film again and again, a Masterpiece !!!
14 out of 15 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
25. Léon: The Professional,9/10,Visceral and intelligent - Besson's masterpiece,"Leon is one of the most emotionally intense movies ever made. French director Luc Besson uses everything: actors, music, camera angles, lighting to create an unique experience - ""It's not realism, it's not naturalism - it's heightened reality"" as Gary Oldman very well put it.

In ""The making of The Professional"" Besson says ""If I imagine somebody in the street try to knock on my daughter, I kill the guy, in five seconds. I kill him, and I think ""It's in me, I'm a beast!"" On this part we can't forget that a part of us, the genetic things inside are much, much older than The Ten Commandments"". He certainly uses visceral scenes to create very strong emotion in the movie - the blood running from Mathilda's nose or Stansfield's unforgettable ""EVERYONE!"" are just a couple of examples. The music and the sound are excellent and are used in a masterly fashion - you can hear Fatman's heart beating desperately or a low claustrophobic sound when Stansfield turns to look at Mathilda's father.

However Leon does not work only on this primary level, it also has an intelligent story. It may seem to be almost a fairy-tale, but don't be fooled - just like his character Besson is serious. This movie has a message: without love we are dead, even if we don't see it. Only true love give meaning to our lives: ""everything else reminds me a big yogurt: warm and rancid"" as Mathilda says in the original script, which is available on the net under the name Leon Version 1. Is this true in ""real life""? I don't know but this movie can make you wonder.

Then of course there's the sensuality. It's hypocritical to deny it, the camera interacts with Mathilda in a mesmerising fashion. It's not sick and it's not degrading: it's art, subtle and beautiful.

Leon is not perfect but it has so many great moments that all its flaws can be forgiven. It's a movie that really should not be missed, unless you are concerned with its amorality. And don't be - Leon is less violent than many action movies and the unusual relationship between the main characters is handled mostly with genuine feeling and tact."
25. Léon: The Professional,7/10,a symphony in film,"luc besson will never top this movie. This is his benchmark, his classical composition. Look at the precise, intricate scenes. It's a symphony in cinema. Straight off, it's action. Intelligently shot, and scripted. It makes everything that follows hard to live upto. But it does so easily. It's stylish without being showy, it's deep without being sentimental. And it's just hugely enjoyable. Seeing the friendship between newly orphaned mathilda and skilled assasin leon bloom, is tenderly done. At risk of slipping into a sappy bond, besson keeps it easy on the emotions, without coming off as shallow.

The actors are all spot on, most notably the debut from a young natalie portman as mathilda. Showing an angry, sad, pent up, in love girl is no simple task but she breezes through it, touching all the right notes. And jean reno as the title character, is minimal but very effecting. Hard to understand, but easy to relate too. But gary oldman steals it, with his glorious overacting. He's as scary as he is determind. His line delivery is almost perfect. And his fate is very fitting. If only they made more intelligent action movies, then they could contend with this film. But as it stands right now, leon is one of the best action dramas ever made."
25. Léon: The Professional,6/10,Everything is overshadowed by unusually sexual undertones between Leon and Matilda,
25. Léon: The Professional,10/10,"Intense, gripping, stylish and poignant with one of the best feature debuts ever","Luc Besson's film Leon:The Professional is a superb one. Visually, it is very stylish, with striking location work, atmospheric lighting and really authentic and bold cinematography. The soundtrack also does very well in enhancing the mood of each scene, and Besson's direction is faultless.

There is also a gripping story with well crafted characters particularly Mathilda and Jean Reno's character Leon, a cracking script and crisp pacing and while there are some over-the-top and intense moments particularly with Stansfield and the beginning, particularly as the chemistry between Mathilda and Leon expands there are some poignant ones too.

The acting is excellent. Jean Reno is charismatic and commanding in the title role while Gary Oldman is wildly bombastic as Stansfield. But I was especially impressed by Natalie Portman, who delivers one of the best and most captivating feature debuts ever. In conclusion, a fantastic film. 10/10 Bethany Cox"
25. Léon: The Professional,10/10,A Brilliant Conflict,"This film, better known in the U.S. as ""The Professional"", is a wonderful and intense film. Jean Reno plays his role as a ""cleaner"" with incredible subtlety. Leon tries to keep his emotions completely suppressed, yet Matilda (in an extraordinary performance by a young Natalie Portman, who is destined to become a very powerful actress into her adult life) bring out in him a new-found joy for life that accompanies his growing paternal instincts. But, the most dynamic element of this film is undeniably Gary Oldman's performance as a wildly sadistic and crooked DEA agent with his own narcotic-induced demons. His obsessions eventually lead him to the brink of absolute madness in his hunt for the cleaner. Truly, this is Oldman's finest performance to date, worthy of Oscar glory, though sadly forgotten. And so, Luc Besson did indeed top his triumph of ""La Femme Nikita"" by far with this masterpiece. Though, I cannot exactly praise his most recent effort with the sci-fi misfire, ""The Fifth Element.""
237 out of 296 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
25. Léon: The Professional,10/10,Very well executed,
25. Léon: The Professional,6/10,"Very good in some ways, problematic in others","When her family are slaughtered by a corrupt DEA officer and his men, a 12 year old girl takes refuge in a neighbour's apartment. A neighbour who it turns out is a professional hitman. She soon convinces him to train her to be his protégée.

This was French director Luc Besson's first American movie. It is a follow up of sorts to his earlier chic action-thriller Nikita (1990), with Jean Reno essentially reprising his role of a cleaner (professional assassin), although in this one he is playing a different character. Like all Besson's movies there is considerable style brought to the table with the action sequences once again particularly well-delivered. But perhaps the true revelation of the movie is Natalie Portman who puts in an extremely strong performance for such a young actress, full of charisma, humour and emotional depth. She plays off well against Reno, who is also impressive. Gary Oldman, on the other hand, is pretty grating and annoying mostly as the main villain, a character who is cartoonish and somewhat ridiculous overall.

While I do find this film good quality for the most part, with great action sequences and some interesting characterisations, I have to express serious reservations about the director's cut, where Portman's young character is constantly trying to get Reno to sleep with her. Its majorly uncomfortable stuff and really entirely unnecessary. And while Léon does spurn her advances, it's never really very clear that he rejects her for entirely the right reasons. Seemingly in the original script, the characters do actually end up sleeping together, which we can only be grateful never actually made the final cut but it does make you wonder what Besson was thinking with all this questionable stuff. My advice would be to avoid the director's cut and watch this one in the trimmed version, which removes all this contentious material."
25. Léon: The Professional,10/10,Masterpiece of violent Characterisations and fast action-shooting,"An interview with Anne Parillaud, in the Evening Standard, 24.8.90, it was said that the message of Nikita is not one of violence but the idea is that people who are full of despair and missing love are not alone.

This idea continues in Léon. Léon was Besson's first foray into international film production. The similarities, or parallels, between Nikita and Léon are undoubted. Both the central protagonists attempt to come to terms with their dysfunctionality, to society, against a background of violence, which they both continue to act upon as the agent of someone else. There is no clean difference (we may also include Le Dernier Combat for comparison.) The only difference is gender.

I always found that until obtaining the ""Version Integral"" there was a character hole in the plot. The original cut released for US audiences was felt, by Besson, had an ""offending"" scene cut which ruined later scenes. The American test audiences hated it, seeing it as perverse and paedophiliac. The film was still panned by US critics as quasi-child pornography on general release. What it to be understood about this film, and this is what infuriated Besson, is that the film is about pure love. Not sex, which is all the Americans, could see.

And so we have ascertained that the characters in Besson's films are, simply, great. Then there is the action which is all the grace and style of Nikita. Typical of Besson's style with fast action-shooting and violent characterisation. This has to be one of Jean Reno's and by far Natalie Portman's best screen performance. To me, Gary Oldman plays his part to the tee, said by some magazines to be the best screen bad guy - it is one of his best performances.

Stylisation and excess are hallmarks of Besson's work. Characters are larger than life. Décors are in excess of realism. Besson's characters lack psychological depth. ""The sumptuous and the ornate cohabit with the violent or the vulgar."" Besson's use of excess is also extremely playful mixing violence with humour. Besson's work appeals to the tastes of popular culture and may not please that of the elite - arguably a reason for the rejection of his work by many intellectual film journals.

I have yet to hear of a person putting a bad word against this film. There is nothing I can personally fault so I give this film 10/10, a score only two other somewhat different films hold in my IMDb list of 345 films - ""The Wizard of Oz"" and ""La Cité des Enfants perdu"". If you like French Cinema or consider yourself a cinephile you must see the latter."
25. Léon: The Professional,9/10,"A thrilling crime film, in deep touch and care with the characters- Besson and Portman's best work to date","I sensed that Luc Besson (director of The Fifth Element and La Femme Nikita) was, like Tarantino and many, many others before him, borrowed elements from various films and genres to create their own voice in the film. With Leon, I sensed him alluding to the crime films of France (i.e. Melville), Hong-Kong (i.e. Woo), and America (i.e. Scorsese), and making it into his own special brand for the story and characters. That his style visually is as compelling helps a great deal. The international version (which is the one I saw) is a little grittier, and more suggestive, than the version most American audiences saw in 1994 and on cable. But it is also a must-see if you are planning to see the film. It's not a long movie, though it gives a good many details in its story.

Jean Reno has his star-making turn (at least for what he's worth) in Leon- he's ruthless contract killer who will kill just about anyone for the right price. He lives out of an apartment by himself, trying his best to ignore his noisy neighbors. One of the daughters is Mathilda (Natalie Portman, also a major breakthrough performance), abused by her whole family to no end. When a corrupt cop (Gary Oldman, one of the key villain performances of his career along with Dracula and Drexl in True Romance) goes and kills off her family while she's away, she has no one else to turn to besides the reclusive killer. She knows what he does, and she wants in. The rest of the film is about their relationship, as it unfolds professionally and emotionally, leading to a tremendous, bloody climax.

One thing that struck me most about Leon is the fact that the film was more disturbing than I expected. The idea of a killer getting a pupil in a young teenage girl is unusual enough, but the way it unfolds I felt so much for her plight got to me at times. this doesn't make Leon a tear-jerker (maybe for some, I'm not sure), but because of Portman's dead-on portrayal, it makes the story work somehow, and is in a way as fantastical as it is naturalistic. There are also a few scenes that stuck out as being little masterpieces of all the elements coming together. The first is a brief scene, and crucial to showing the character of Leon early on- he takes a break after his contract, and sees a movie, a musical with Gene Kelly. He's the only one in the theater, and he is completely in the grasp of what he sees on the screen. It's the perfect touch of humanity and shows his only escape is into complete fantasy.

The second is when Leon and Mathilda are in a restaurant, after she has just gone through a day of training (there's a hilarious montage that follows this scene). Mathilda is getting drunk off of champagne, rambling with words she may or may not mean. Suddenly, she starts laughing, and she laughs more, and harder. People in the restaurant look at her like she's nuts. Leon is, of course, embarrassed. However, I thought this was just the right touch to this scene, where the kind of father-daughter relationship going on between Leon and Mathilda is revealed. It's not exactly funny, not even really cringe worthy. It just is. The third scene is when Mathilda decides to pay a visit to the man who murdered her family. She follows the man into the bathroom, and waits. Suddenly, he (Oldman) appears out from behind a door. The language used, the tenseness of the two off of one another, it's simply the most terrifying scene in the picture (aside from the first violent turning point).

So, basically, when Leon finished, I think I realized that my reaction was this: if I had seen this film when I was younger, be it in high school or even middle school, I would've responded to it even more strongly than I do now. There's something very visceral about the nature of violence and killing, as well as the mentor/pupil relationship, that Besson really gets down pat. While some of the situations have the chance of slipping into clichés, it doesn't happen very often. Leon: The Professional, is hard-hitting when it has to be, soft and funny when it can, and does stay with the viewer a few days after it's over."
25. Léon: The Professional,10/10,"Excellent, smart action film.","Luc Besson's ""The Professional"" is sort of a companion piece to his international breakthrough hit ""La Femme Nikiti"", and in many ways it's an even better film. It raises the stakes of Besson's playful women-with-guns theme by making the heroine a 12-year-old, played by a then unknown Natalie Portman. Jean Reno is excellent as her assassin trainer and surrogate father. Oldman is completely over the top in one of his best bad-guy roles, obsessed with both Beethoven and butchery. As a gritty, suspenseful thriller, this film won't leave action fans feeling cheated, but the film is so much more than that. At the center of ""The Professional"" is a wonderful father and daughter-like relationship between two damaged strangers who find solace in each other.
418 out of 511 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
25. Léon: The Professional,10/10,An Action Film For Lovers,
25. Léon: The Professional,9/10,One of the Greats of the 1990s,"Mathilda Lando (Natalie Portman), a 12-year-old girl, who is reluctantly taken in by Léon Montana (Jean Reno), a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade.

This is what you get if you take ""Lolita"" (sort of) and put it in the middle of a world with mobsters and hit men. And then casting for perfect actors? Priceless. Luc Besson probably had no idea that Portman would go on to be the international sensation she has become.

Of course, we also have a solid performance from the always-impeccable Gary Oldman. Very few actors are working on his level. Maybe Daniel Day-Lewis, possibly Christian Bale. But Gary Oldman can be anyone and delivers 100% every time.

Roger Ebert gave the film only two-and-a-half stars out of four, writing, ""Always at the back of my mind was the troubled thought that there was something wrong about placing a 12-year-old character in the middle of this action... In what is essentially an exercise—a slick urban thriller—it seems to exploit the youth of the girl without really dealing with it."" Not to disregard his concern, but time seems to be against Ebert here. The film has steadily gone up in praise over the years, possibly due to Portman's rising star."
25. Léon: The Professional,7/10,The hit-man and her.,"An unlikely relationship forms between 12-year-old Mathilda (Natalie Portman), who seeks revenge on the gangsters who slaughtered her family, and an assassin, Léon (Jean Reno), who lives in the same apartment building and teaches her how to 'clean'.

A love story between a grown man and a twelve year old girl: sounds a bit dodgy, doesn't it? Director Luc Besson tries his hardest to pull it off by making Reno's character almost childlike, and having Portman's Mathilda act well beyond her years, swearing, smoking, and more than capable of looking after herself. In the end, though, it still feels very awkward

Sporting a Louise Brooks bobbed haircut and wearing shorts and a vest, Mathilda is definitely sexualised, kinda like a cross between Lolita, Mindy from Kick Ass and that girl from Lazy Town, which makes her relationship with Léon rather uncomfortable viewing at times, especially when the characters declare their feelings for each other, or when Mathilda tells a hotel manager that she is Léon's lover.

Thankfully, the film's love angle is never developed beyond the platonic, and Besson breaks up the emotional drama with numerous shootouts and explosions as Mathilda tries to find and kill villain Stansfield (Gary Oldman) with help from Léon. It's mindlessly entertaining, I suppose, but not nearly good enough to warrant the film's current IMDb ranking (#27 in the Top 250).

6.5 out of 10, rounded up to 7 for IMDb."
25. Léon: The Professional,8/10,Luc Besson style of violent action,"Léon (Jean Reno) is a milk-drinking illiterate hit-man for Italian mob boss Uncle Tony (Danny Aiello) in NYC with his favorite plant. His next door neighbor 12 year old Mathilda (Natalie Portman) has an abusive father (Michael Badalucco) who skimmed drugs off of Stansfield (Gary Oldman). Stansfield massacres the family. She comes home to find Stansfield's men still there. She fakes and walks over to Léon's. It turns out that they are corrupt DEA agents. Léon the cleaner reluctantly lets her in and she badgers him to teach her. She seeks revenge on his little brother's murderers.

Director Luc Besson brings his often collaborator Jean Reno to America and makes a nice discovery with a young Natalie Portman. Before Hit-Girl, there was Mathilda. Gary Oldman is a superb strange bad guy. Luc Besson has a certain French flair with his action. He really has a unique take on the action thriller genre. It definitely has an edgy violent style that sometimes sexualized the young Portman. She takes on a lot of adult tendencies. That probably held it back a little back in the day."
25. Léon: The Professional,10/10,Where are the accolades?,"This movie is rated 63 on the imdb top 250 movie list, showing that people obviously like this movie, and with good reason. But why the hell didn;t this movie garner at least one single oscar or golden globe nomination??

natalie portman's performance was terrific as the emotionally ravaged matildha - best actress nomination for sure.

jean reno should have been nominated for a best actor nomination. the fact that the audience is led to feel sympathy and sorrow for a hitman speaks words enough about his performance.

gary oldman is fantastic as the corrupt and psychotic cop. his character is so repulsive and chilling, but at the same time so quirky and interesting to watch. best supporting actor nomination.

luc besson. when this man will get some kudos for his work i never know. the professional, in my opinion, is his greatest achievement as a director and, considering the fact he has helmed classic cult films such as nikita and the fifth element, the professional must rate highly as one of the best films of the 90's atleast! best film and best director nominations should have been given.

but no, it was all too easy to heap praise on the feel good movie forrest gump, and shun the movie that, through its intensity and tragedy, better highlights the value of life and love."
25. Léon: The Professional,8/10,Great film with one of the most memorable duos in film history,
26. Joker,7/10,I would not call it a masterpiece as some did,
26. Joker,9/10,Not a spoon feeding of CGI fueled faux drama.,"The movie affects you in a way that makes it physically painful to experience, but in a good way.
975 out of 1,458 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
